transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit
833,44,3175,3/14/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,5/9/2011,1660.88
834,88,1893,10/23/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,12/16/1998,817.36
835,18,1477,11/17/2017,FALSE,Approved,Solex,Standard,medium,medium,575.27,431.45,7/15/1993,143.82
836,46,40,12/16/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,74.51,12/11/2007,1215.34
837,76,1791,3/11/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,513.85,9/9/2003,128.46
838,85,2288,10/20/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,5/22/2000,827.16
839,54,1779,1/3/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,8/10/2015,1279.4
840,30,3263,12/7/2017,TRUE,Approved,Solex,Standard,high,medium,748.17,448.9,11/10/1991,299.27
841,45,955,1/16/2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,84.99,11/25/2001,356.5
842,0,294,9/6/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,10/4/1997,133.38
843,21,2783,2/11/2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,380.74,2/4/2016,690.49
844,40,3412,7/9/2017,,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90 ,36498,
845,81,1003,4/14/2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49,12/4/1999,502.47
846,95,1051,3/26/2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,12/16/1998,139.23
847,54,183,2/28/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,4/12/2009,1279.4
848,38,959,8/28/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.51,3/19/2008,751.02
849,57,27,7/18/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,5/21/2015,1630.25
850,93,2207,2/8/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,9/10/2003,834.94
851,0,3086,12/12/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,12/6/2016,90.1
852,4,637,9/28/2017,FALSE,Approved,Solex,Standard,medium,medium,1483.2,99.59,12/17/1998,1383.61
853,56,1190,8/21/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,12/17/1998,45.96
854,32,2177,3/25/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,3/22/2002,431.33
855,2,1671,6/15/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,53.62,8/29/2011,17.87
856,0,2247,2/12/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,12/6/2016,198.29
857,32,2344,9/10/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,3/22/2002,431.33
858,81,2440,3/8/2017,TRUE,Cancelled,Norco Bicycles,Standard,medium,small,586.45,521.94,7/10/1991,64.51
859,40,967,3/13/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,3/19/2008,583.27
860,78,467,2/22/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,7/25/2004,1055.82
861,16,2628,7/10/2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,9/9/1994,182.81
862,92,71,8/21/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,10/10/2002,155.65
863,100,2412,3/7/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,5/6/1991,830.24
864,95,565,1/3/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,9/10/2003,41.13
865,56,1211,1/23/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1/21/1991,45.96
866,87,79,11/13/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,8/25/1997,471.6
867,45,1731,4/14/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,9/28/2004,745.94
868,88,2685,6/15/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,12/16/1998,817.36
869,98,3187,7/23/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1/16/2004,143.36
870,19,3078,1/19/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,7.21,3/8/2009,4.8
871,38,3488,10/22/2017,FALSE,Approved,Solex,Standard,medium,medium,1577.53,826.51,5/10/1997,751.02
872,68,1970,7/24/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,8/20/2010,1592.19
873,78,3180,5/17/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,8/10/2015,1055.82
874,73,2054,7/25/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,333.18,1/10/2011,1612.25
875,86,178,10/21/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,8/7/2004,110.56
876,40,2341,7/2/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,7/28/2014,583.27
877,7,1082,11/13/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,12/7/2005,745.94
878,1,1980,6/6/2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,8/10/2015,1010.02
879,3,2101,11/9/2017,TRUE,Cancelled,Trek Bicycles,Standard,medium,large,2091.47,388.92,1/21/1991,1702.55
880,45,1512,3/18/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,9/28/2004,745.94
881,43,1770,11/20/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,649.49,12/4/1999,502.47
882,66,1537,5/11/2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,11/5/2010,64.93
883,38,247,9/9/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2/7/2003,1702.55
884,51,257,9/13/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,11/25/2001,802.26
885,36,482,2/23/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,507.58,12/19/1995,437.46
886,8,1298,2/24/2017,TRUE,Approved,Solex,Road,medium,small,1703.52,1516.13,4/16/2011,187.39
887,41,2448,10/14/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,12/7/2005,209.84
888,55,461,12/10/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,10/18/2015,1295.43
889,87,3326,8/14/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,5/22/2006,1592.19
890,100,2140,2/1/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,8/5/2003,152.55
891,40,943,9/9/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2/2/2006,583.27
892,0,2384,7/23/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,9/28/2004,91.15
893,66,1978,12/17/2017,FALSE,Cancelled,Giant Bicycles,Road,low,small,590.26,525.33,11/5/2010,64.93
894,6,2997,6/29/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2/7/2003,91.15
895,39,2025,2/16/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2/2/2006,1230.27
896,53,43,1/4/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2/9/1997,693.76
897,46,1935,10/2/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,74.51,12/11/2007,1215.34
898,0,1710,4/3/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,11/22/2016,135.85
899,96,1513,7/30/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,10/10/2002,129.01
900,77,2567,8/9/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1/10/2011,445.21
901,59,3433,2/9/2017,FALSE,Approved,Solex,Standard,medium,large,1061.56,733.58,7/20/1993,327.98
902,0,6,5/21/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,5/6/1991,143.36
903,81,2688,5/10/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,7/10/1991,64.51
904,67,3195,4/2/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,10/22/2005,167.21
905,2,405,10/12/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,10/2/1992,64.93
906,60,1060,6/26/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,10/22/2005,217.51
907,5,2684,10/16/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,11/7/1991,114.93
908,93,1853,7/17/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,8/10/1994,834.94
909,27,399,4/20/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,3/18/2003,110.81
910,84,3285,12/11/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,8/2/2015,75.48
911,36,2473,5/11/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,507.58,5/10/1997,437.46
912,89,3044,2/19/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,4/20/1993,1305.25
913,93,367,3/26/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,5/6/1991,834.94
914,85,2537,10/29/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1/5/2003,547.28
915,39,2756,3/16/2017,,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48 ,40336,
916,76,1368,2/27/2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,513.85,10/10/2014,128.46
917,53,224,11/15/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2/9/1997,693.76
918,35,2281,4/30/2017,,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,42688,
919,86,1405,3/18/2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2/2/2006,309.81
920,78,2309,1/26/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,7/25/2004,1055.82
921,53,2734,10/19/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,8/4/2007,509.97
922,9,1527,3/4/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,11/7/1991,75.14
923,69,1181,6/4/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,10/2/1992,198.22
924,2,295,9/19/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,53.62,12/2/2012,17.87
925,86,1186,9/14/2017,TRUE,Cancelled,OHM Cycles,Standard,medium,medium,235.63,125.07,5/10/2005,110.56
926,23,949,4/17/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,6/23/1999,75.75
927,63,2378,9/29/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,99.59,12/17/1998,1383.61
928,80,1363,10/4/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1/25/1997,139.23
929,24,2599,11/7/2017,TRUE,Approved,Solex,Road,medium,large,1777.8,820.78,5/7/2011,957.02
930,0,907,12/4/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2/9/1997,43.97
931,4,1857,7/27/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,12/19/1995,451.65
932,50,2494,8/4/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,3/22/2002,431.33
933,79,508,1/17/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,3/12/2013,737.57
934,78,2475,7/10/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,7/25/2004,1055.82
935,78,69,6/5/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,7/25/2004,1055.82
936,2,2545,3/9/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,53.62,9/15/2012,17.87
937,35,1714,7/19/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,8/29/2011,448.68
938,56,1478,12/11/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,10/2/1993,75.75
939,67,534,1/19/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,10/22/2005,167.21
940,97,3197,4/13/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,11/7/1991,75.14
941,52,1072,4/12/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,5/26/1993,957.02
942,11,2505,12/18/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,5/5/2010,195.34
943,48,2954,4/8/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,7/28/2014,812.44
944,42,1278,7/31/2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,3/19/2008,199.1
945,83,3047,4/13/2017,FALSE,Approved,Solex,Touring,medium,large,2083.94,675.03,4/20/1993,1408.91
946,78,2097,4/15/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,7/25/2004,1055.82
947,38,729,9/12/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.51,11/25/2001,751.02
948,97,1601,4/9/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,151.96,3/29/2016,50.66
949,50,1724,8/23/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,12/19/1995,431.33
950,21,175,10/16/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,380.74,4/5/1996,690.49
951,88,451,4/17/2017,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,9/9/1994,182.81
952,0,2972,1/15/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,12/18/2004,75.48
953,49,2481,6/23/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,11/25/2001,133.38
954,39,273,7/9/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,6/7/2010,1230.27
955,76,1650,3/3/2017,FALSE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,10/10/2002,129.01
956,40,152,5/18/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2/2/2006,583.27
957,12,2118,8/14/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,7/25/2004,1055.82
958,15,233,12/13/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,12/7/2005,209.84
959,9,2758,2/15/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,11/7/1991,75.14
960,65,802,3/18/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,5/21/2015,1028.76
961,40,2924,10/27/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,10/1/2006,583.27
962,21,3182,5/25/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,380.74,4/5/1996,690.49
963,52,43,10/30/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,11/25/2001,450.77
964,55,2142,2/14/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,7/21/2003,1295.43
965,50,82,10/13/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,3/22/2002,431.33
966,41,636,11/30/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,312.74,5/10/1997,104.24
967,45,1000,6/26/2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,84.99,4/12/1993,356.5
968,36,1138,8/28/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,507.58,7/20/1999,437.46
969,97,2979,3/20/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,151.96,3/29/2016,50.66
970,17,815,7/11/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,614.8,7/15/1993,409.86
971,23,3273,10/26/2017,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,4/12/1993,75.75
972,5,316,12/17/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2/7/2003,114.93
973,82,501,7/1/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2/4/2016,709.34
974,39,2860,12/1/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,6/7/2010,1230.27
975,0,1904,8/23/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,5/10/2005,110.56
976,63,1589,1/10/2017,FALSE,Approved,Solex,Standard,medium,medium,1483.2,99.59,8/17/2004,1383.61
977,52,1946,7/14/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,11/25/2001,450.77
978,0,2210,11/11/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,5/10/2005,72.6
979,18,2712,8/21/2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,9/16/2013,459.46
980,56,3314,3/22/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,10/18/2015,45.96
981,10,2195,10/23/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,11/9/1996,1103.43
982,3,147,1/13/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,5/10/2005,1702.55
983,21,729,12/29/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,380.74,11/10/1991,690.49
984,98,2403,2/11/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1/16/2004,143.36
985,55,2336,8/17/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,7/21/2003,1295.43
986,64,860,5/28/2017,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,10/22/2005,217.51
987,37,2627,11/27/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,3/19/2008,1544.61
988,28,1193,11/24/2017,TRUE,Approved,Solex,Road,medium,small,1703.52,1516.13,4/16/2011,187.39
989,64,499,1/8/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,5/18/2012,872.89
990,43,1015,3/31/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,649.49,12/4/1999,502.47
991,89,2957,1/2/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,4/20/1993,1305.25
992,1,2001,5/25/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,11/3/2000,448.68
993,15,662,6/23/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,12/7/2005,209.84
994,53,640,11/13/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,8/17/2004,509.97
995,3,1558,10/5/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,5/22/2006,1702.55
996,60,2572,3/16/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,8/24/2011,217.51
997,59,689,9/19/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,5/6/1991,155.65
998,11,1041,1/3/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,8/4/2007,509.97
999,74,2217,11/18/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,5/22/2000,827.16
1000,79,2492,10/15/2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,675.03,9/16/2013,1408.91
1001,33,452,12/6/2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,3/16/2011,144.26
1002,52,906,12/14/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,8/5/1991,957.02
1003,93,841,5/31/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,8/4/2007,834.94
1004,0,2254,5/16/2017,FALSE,Cancelled,,,,,205.84,,,
1005,10,2850,6/10/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,12/7/2005,1103.43
1006,24,495,7/29/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,11/22/2016,957.02
1007,53,1617,12/4/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2/9/1997,693.76
1008,80,1639,4/12/2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,7/10/1991,139.23
1009,5,2897,8/24/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,8/29/2011,114.93
1010,84,1731,5/23/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,12/6/2016,198.22
1011,88,2057,6/5/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,11/3/2000,817.36
1012,55,1468,7/29/2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,7/21/2003,1295.43
1013,64,233,5/29/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,5/18/2012,872.89
1014,68,50,4/27/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,5/22/2000,1592.19
1015,35,2369,12/29/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,3/19/2008,903.11
1016,41,3093,5/17/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,4/5/1996,209.84
1017,17,320,2/16/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,614.8,11/9/1996,409.86
1018,43,1910,12/13/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,8/7/2004,737.57
1019,88,99,9/4/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,12/16/1998,817.36
1020,4,1102,2/28/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,3/18/2003,451.65
1021,52,482,1/26/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,11/25/2001,450.77
1022,44,2401,12/8/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,5/9/2011,1660.88
1023,23,1395,10/4/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,11/3/2000,817.36
1024,25,437,7/12/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,6/23/1999,709.34
1025,45,2826,10/25/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,84.99,4/12/1993,356.5
1026,48,1184,2/22/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,7/28/2014,812.44
1027,93,2032,6/23/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1/16/2004,834.94
1028,80,2349,7/25/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,5/18/2012,872.89
1029,17,135,1/9/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,614.8,11/9/1996,409.86
1030,49,2438,12/3/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2/9/1997,133.38
1031,12,160,9/28/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,8/17/2004,1069.55
1032,11,818,10/25/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,8/4/2007,509.97
1033,49,934,12/30/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,10/4/1997,133.38
1034,16,470,3/17/2017,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,9/9/1994,182.81
1035,0,667,1/7/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,53.62,9/15/2012,17.87
1036,7,419,9/15/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,9/28/2004,745.94
1037,81,2100,12/12/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,7/10/1991,64.51
1038,88,2426,8/31/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,11/3/2000,817.36
1039,8,34,7/1/2017,TRUE,Approved,Solex,Road,medium,small,1703.52,1516.13,4/16/2011,187.39
1040,38,2384,5/8/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,8/4/2007,1702.55
1041,30,1607,12/29/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,448.9,3/18/2003,299.27
1042,17,2813,6/9/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,614.8,5/5/2010,409.86
1043,9,2839,10/20/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,11/7/1991,75.14
1044,54,1839,4/1/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,10/2/1992,1028.76
1045,15,3324,11/29/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,10/2/1993,209.84
1046,67,917,6/5/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,10/22/2005,167.21
1047,39,1073,4/25/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,3/19/2008,1230.27
1048,19,2759,8/16/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,7.21,6/23/1999,4.8
1049,97,1107,4/7/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,11/7/1991,75.14
1050,6,140,1/7/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2/7/2003,91.15
1051,62,686,6/26/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,614.8,2/4/2016,409.86
1052,66,2775,12/18/2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,12/6/2016,64.93
1053,35,1880,10/24/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,11/14/2016,448.68
1054,77,1129,12/4/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,7/10/1991,445.21
1055,40,2498,12/23/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,7/21/2003,1295.43
1056,81,504,3/25/2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49,10/1/2006,502.47
1057,68,1579,1/25/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,10/24/1995,1592.19
1058,96,976,7/6/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,10/10/2002,129.01
1059,81,564,8/16/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,649.49,12/4/1999,502.47
1060,34,235,6/7/2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,3/18/2003,309.81
1061,63,1342,7/14/2017,,Approved,Solex,Standard,medium,medium,1483.2,$99.59 ,34996,
1062,99,3020,5/13/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2/9/1997,189.28
1063,58,533,7/8/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,10/18/2015,771.12
1064,38,2977,10/4/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.51,3/16/2011,751.02
1065,0,1173,9/1/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2/7/2003,91.15
1066,59,727,7/27/2017,TRUE,Approved,Solex,Standard,medium,large,1061.56,733.58,7/20/1993,327.98
1067,19,1071,11/7/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,8/29/2011,114.93
